--------- beginning of system
07-03 17:10:15.465 I/ActivityManager(  577): Force stopping ai.elizaos.app appid=10208 user=0: from pid 5139
07-03 17:10:36.413 I/ActivityManager(  577): Force stopping ai.elizaos.app appid=10208 user=0: from pid 5160
07-03 17:10:36.452 W/ActivityManager(  577): Invalid packageName: ai.eliza.eliza
07-03 17:10:36.488 W/ActivityManager(  577): Invalid packageName: ai.elizaos.eliza
07-03 17:11:49.861 W/ActivityManager(  577): Slow operation: 283ms so far, now at startProcess: done starting proc!
07-03 17:11:50.221 W/ActivityManager(  577): Slow operation: 638ms so far, now at startProcess: asking zygote to start proc
07-03 17:11:50.446 W/ActivityManager(  577): Slow operation: 863ms so far, now at startProcess: returned from zygote!
07-03 17:11:50.572 W/ActivityManager(  577): Slow operation: 989ms so far, now at startProcess: done updating battery stats
07-03 17:11:50.573 W/ActivityManager(  577): Slow operation: 990ms so far, now at startProcess: building log message
07-03 17:11:50.573 I/ActivityManager(  577): Start proc 5232:ai.elizaos.app/u0a208 for next-top-activity {ai.elizaos.app/ai.elizaos.app.MainActivity}
07-03 17:11:50.573 W/ActivityManager(  577): Slow operation: 990ms so far, now at startProcess: starting to update pids map
--------- beginning of main
07-03 17:11:50.584 I/ai.elizaos.app( 5232): Late-enabling -Xcheck:jni
07-03 17:11:50.782 W/ActivityManager(  577): Slow operation: 1199ms so far, now at startProcess: done updating pids map
07-03 17:11:50.964 I/ai.elizaos.app( 5232): Using CollectorTypeCMC GC.
07-03 17:11:51.281 W/ActivityManager(  577): Slow operation: 65ms so far, now at attachApplicationLocked: immediately after bindApplication
07-03 17:11:51.281 W/ActivityManager(  577): Slow operation: 68ms so far, now at attachApplicationLocked: after updateLruProcessLocked
07-03 17:11:51.369 W/ActivityManager(  577): Slow operation: 156ms so far, now at attachApplicationLocked: after updateOomAdjLocked
07-03 17:11:51.636 W/ActivityManager(  577): Slow operation: 164ms so far, now at startProcess: returned from zygote!
07-03 17:11:51.637 W/ActivityManager(  577): Slow operation: 262ms so far, now at startProcess: done updating battery stats
07-03 17:11:51.637 W/ActivityManager(  577): Slow operation: 262ms so far, now at startProcess: building log message
07-03 17:11:51.637 I/ActivityManager(  577): Start proc 5247:com.google.android.partnersetup/u0a131 for service {com.google.android.partnersetup/com.google.android.partnersetup.InstalledAppJobService}
07-03 17:11:51.637 W/ActivityManager(  577): Slow operation: 262ms so far, now at startProcess: starting to update pids map
07-03 17:11:51.637 W/ActivityManager(  577): Slow operation: 262ms so far, now at startProcess: done updating pids map
07-03 17:11:51.992 W/ActivityManager(  577): Slow operation: 52ms so far, now at attachApplicationLocked: immediately before bindApplication
07-03 17:11:51.992 W/ActivityManager(  577): Slow operation: 52ms so far, now at attachApplicationLocked: immediately after bindApplication
07-03 17:11:51.992 W/ActivityManager(  577): Slow operation: 52ms so far, now at attachApplicationLocked: after updateLruProcessLocked
07-03 17:11:51.993 W/ActivityManager(  577): Slow operation: 52ms so far, now at attachApplicationLocked: after updateOomAdjLocked
07-03 17:11:55.453 I/ActivityManager(  577): Background started FGS: Allowed [callingPackage: ai.elizaos.app; callingUid: 10208; uidState: TOP ; uidBFSL: [BFSL]; intent: Intent { cmp=ai.elizaos.app/.GatewayConnectionService }; code:PROC_STATE_TOP; tempAllowListReason:<null>; targetSdkVersion:35; callerTargetSdkVersion:35; startForegroundCount:0; bindFromPackage:null: isBindService:false]
07-03 17:11:55.480 I/ActivityManager(  577): Background started FGS: Allowed [callingPackage: ai.elizaos.app; callingUid: 10208; uidState: TOP ; uidBFSL: [BFSL]; intent: Intent { act=app.eliza.action.START_AGENT cmp=ai.elizaos.app/.ElizaAgentService }; code:PROC_STATE_TOP; tempAllowListReason:<null>; targetSdkVersion:35; callerTargetSdkVersion:35; startForegroundCount:0; bindFromPackage:null: isBindService:false]
07-03 17:11:55.645 I/ActivityManager(  577): Start proc 5281:com.android.chrome/u0a145 for broadcast {com.android.chrome/com.google.android.apps.chrome.rlz.RevenueStatsConfigurationUpdateReceiver}
07-03 17:11:55.671 W/ai.elizaos.app( 5232): Entry not found
07-03 17:11:55.858 E/chromium( 5232): [ERROR:variations_seed_loader.cc(37)] Seed missing signature.
07-03 17:11:55.927 I/ActivityManager(  577): Start proc 5299:com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0/u0i1 for  {ai.elizaos.app/org.chromium.content.app.SandboxedProcessService0:0}
07-03 17:11:56.223 W/ai.elizaos.app( 5232): Accessing hidden method Landroid/view/ViewGroup;->makeOptionalFitsSystemWindows()V (unsupported, reflection, allowed)
07-03 17:11:56.716 I/ActivityManager(  577): Start proc 5347:com.google.android.tts/u0a154 for service {com.google.android.tts/com.google.android.apps.speech.tts.googletts.service.GoogleTtsService}
07-03 17:11:56.787 W/chromium( 5299): [WARNING:runtime_features.cc(694)] SharedStorage for M118+ cannot be enabled in this configuration. Use --enable-features=SharedStorageAPI,SharedStorageAPIM118 in addition.
07-03 17:11:57.530 W/ElizaAgent( 5232): Historical process exit: pid=4131 process=ai.elizaos.app reason=USER_REQUESTED status=0 importance=400 pssKb=0 rssKb=152100 description=[FORCE STOP] stop ai.elizaos.app due to from pid 5065
07-03 17:11:57.533 W/ElizaAgent( 5232): Historical process exit: pid=3741 process=com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0 reason=OTHER status=0 importance=300 pssKb=0 rssKb=0 description=[ISOLATED NOT NEEDED] isolated not needed
07-03 17:11:57.533 W/ElizaAgent( 5232): Historical process exit: pid=3688 process=ai.elizaos.app reason=CRASH status=0 importance=100 pssKb=0 rssKb=0 description=crash
07-03 17:11:57.653 W/ai.elizaos.app( 5232): Long monitor contention with owner ThreadPoolForeg (5315) at java.lang.Object libcore.content.type.MimeMap$MemoizingSupplier.get()(MimeMap.java:475) waiters=2 in java.lang.Object libcore.content.type.MimeMap$MemoizingSupplier.get() for 161ms
07-03 17:11:57.697 I/ElizaAgent( 5232): APK changed (was=1783110170391, now=1783112978995); refreshing extracted agent assets
07-03 17:11:58.147 W/ai.elizaos.app( 5232): Verification of java.lang.Object com.google.android.gms.common.internal.zzn.createFromParcel(android.os.Parcel) took 398.053ms (487.37 bytecodes/s) (7040B approximate peak alloc)
07-03 17:12:02.249 I/ai.elizaos.app( 5232): Background concurrent mark compact GC freed 6729KB AllocSpace bytes, 47(2376KB) LOS objects, 49% free, 4703KB/9406KB, paused 99us,1.849ms total 140.716ms
07-03 17:12:02.257 W/ai.elizaos.app( 5232): ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~sYPcRkjxaxkfFYQbjvLW9g==/com.google.android.webview-fCGruNoNJXyZJYeMuHvPuw==/WebViewGoogle.apk' with 2 weak references
07-03 17:12:02.260 W/ai.elizaos.app( 5232): ApkAssets: Deleting an ApkAssets object '<empty> and /product/app/GoogleTTS/GoogleTTS.apk' with 1 weak references
07-03 17:12:03.920 I/ElizaAgent( 5232): libelizainference.so present; exporting ELIZA_INFERENCE_LIBRARY=/data/app/~~wEk3UGj0q9qtZPvDrOENkw==/ai.elizaos.app-Z1EAgm0Ud27PaaEq8fmY8w==/lib/arm64/libelizainference.so
07-03 17:12:03.934 I/ElizaAgent( 5232): inference memory policy: ramClass=CONSTRAINED totalMem=2975MB availMem=1891MB lmkThreshold=216MB nCtx=4096 idleUnloadMs=300000
07-03 17:12:03.934 I/ElizaAgent( 5232): agent/arm64-v8a/libelizainference.so present; enabling native bun:ffi inference (ELIZA_LOCAL_LLAMA=1)
07-03 17:12:03.967 I/ElizaAgent( 5232): Agent launcher started (pid=-1).
07-03 17:12:03.968 W/ai.elizaos.app( 5232): Long monitor contention with owner ElizaAgent-start (5375) at void ai.elizaos.app.ElizaAgentService.startAgentProcess()(ElizaAgentService.java:2277) waiters=0 in void ai.elizaos.app.ElizaAgentService.requestAgentStart(boolean) for 6.249s
07-03 17:12:04.767 I/ai.elizaos.app( 5232): Compiler allocated 5250KB to compile void android.view.ViewRootImpl.performTraversals()
07-03 17:12:05.465 I/ElizaAgent( 5232): Agent launcher exited after detached start (pid=-1 alive=1498ms).
07-03 17:12:06.328 I/ai.elizaos.app( 5232): Compiler allocated 5427KB to compile void android.view.ViewRootImpl.performTraversals()
07-03 17:12:07.614 W/ai.elizaos.app( 5232): JNI critical lock held for 142.071ms on Thread[1,tid=5232,Runnable,Thread*=0xb4000075dea2c010,peer=0x731e19b8,"main"]
07-03 17:12:26.378 W/ai.elizaos.app( 5232): Verification of void androidx.fragment.app.FragmentManagerState.<clinit>() took 133.008ms (60.15 bytecodes/s) (2336B approximate peak alloc)
07-03 17:12:41.642 I/ActivityManager(  577): Process com.google.android.photopicker (pid 2666) has died: cch+75 CEM 
07-03 17:12:41.656 I/ActivityManager(  577): Process com.google.android.webview:webview_apk (pid 3794) has died: cch+75 CEM 
07-03 17:12:41.690 I/ActivityManager(  577): Process com.google.android.configupdater (pid 3829) has died: cch+65 CEM 
07-03 17:12:41.724 I/ActivityManager(  577): Process com.google.android.gms.ui (pid 2844) has died: cch+65 CEM 
07-03 17:12:41.741 I/ActivityManager(  577): Process com.google.android.apps.photos (pid 1565) has died: cch+55 CEM 
07-03 17:12:41.760 I/ActivityManager(  577): Process com.android.settings (pid 4821) has died: cch+55 CEM 
07-03 17:12:41.769 I/ActivityManager(  577): Process com.google.android.settings.intelligence (pid 4846) has died: cch+45 CEM 
07-03 17:12:41.784 I/ActivityManager(  577): Process com.google.android.apps.wellbeing (pid 1372) has died: cch+45 CEM 
07-03 17:12:53.320 W/chromium( 1369): [0703/171253.318980:WARNING:dns_config_service_android.cc(81)] Failed to read DnsConfig.
07-03 17:12:53.676 I/ActivityManager(  577): Start proc 5515:com.google.android.settings.intelligence/u0a130 for broadcast {com.google.android.settings.intelligence/com.google.android.settings.intelligence.modules.routines.impl.WifiBroadcastReceiver}
07-03 17:12:58.690 W/chromium( 1369): [0703/171258.690113:WARNING:dns_config_service_android.cc(81)] Failed to read DnsConfig.
07-03 17:13:05.298 I/ActivityManager(  577): Process com.android.keychain (pid 3464) has died: cch+35 CEM 
07-03 17:13:05.332 I/ActivityManager(  577): Process com.google.android.gms.unstable (pid 2769) has died: cch+35 CEM 
07-03 17:13:05.362 I/ActivityManager(  577): Process com.google.android.permissioncontroller (pid 1199) has died: cch+25 CEM 
07-03 17:13:05.378 I/ActivityManager(  577): Process com.google.android.partnersetup (pid 5247) has died: cch+15 CEM 
07-03 17:13:05.406 I/ActivityManager(  577): Process com.google.android.gms (pid 1577) has died: cch+5 CEM 
07-03 17:13:05.431 I/ActivityManager(  577): Process com.android.chrome (pid 5281) has died: cch+5 CEM 
07-03 17:13:05.449 I/ActivityManager(  577): Process com.google.android.webview:webview_service (pid 3724) has died: cch+5 CEM 
07-03 17:13:05.476 I/ActivityManager(  577): Process com.google.android.settings.intelligence (pid 5515) has died: cch+5 CEM 
07-03 17:13:05.790 I/ActivityManager(  577): Process com.google.android.apps.messaging (pid 1508) has died: prev LAST
07-03 17:13:06.041 I/ActivityManager(  577): Low on memory:
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ?? 1823360: libeliza_ld_musl_aarch64.so (pid 5417) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??   18773: surfaceflinger (pid 428) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    8138: zygote64 (pid 383) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    6404: webview_zygote (pid 900) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    6056: android.hardware.graphics.composer3-service.ranchu (pid 406) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    5573: netd (pid 382) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    5504: android.hardware.graphics.allocator@3.0-service.ranchu (pid 390) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    5451: adbd (pid 3424) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    5115: audioserver (pid 424) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    4963: cameraserver (pid 476) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    4826: media.extractor (pid 480) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    4707: mediaserver (pid 483) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    4271: media.swcodec (pid 488) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    4194: init (pid 1) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    3440: logd (pid 160) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    3102: wpa_supplicant (pid 832) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    2895: keystore2 (pid 188) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    2839: android.hardware.media.c2@1.0-service-goldfish (pid 394) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    2376: libgoldfish-rild (pid 487) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    2232: android.hardware.audio.service (pid 386) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    2186: android.hardware.camera.provider@2.7-service-google (pid 388) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    2061: vold (pid 178) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1967: media.metrics (pid 481) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1942: installd (pid 479) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1834: ueventd (pid 96) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1771: android.hardware.wifi-service (pid 403) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1738: android.hardware.camera.provider.ranchu (pid 387) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1702: statsd (pid 381) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1662: wificond (pid 486) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1527: init (pid 95) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1521: servicemanager (pid 163) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1511: gpuservice (pid 426) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1432: drmserver (pid 439) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1409: android.hardware.drm-service.widevine (pid 422) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1398: android.hardware.neuralnetworks-service-sample-all (pid 414) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1396: storaged (pid 485) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1374: android.hardware.neuralnetworks-shim-service-sample (pid 416) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1345: android.hardware.sensors-service.multihal (pid 397) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1295: android.hardware.security.keymint-service (pid 190) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1281: android.hardware.neuralnetworks-service-sample-limited (pid 415) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1241: hwservicemanager (pid 164) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1211: android.system.suspend-service (pid 187) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1193: ip6tables-restore (pid 434) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1186: lmkd (pid 161) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1170: prng_seeder (pid 153) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1164: credstore (pid 425) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1103: iptables-restore (pid 433) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1100: android.hardware.biometrics.face-service.example (pid 801) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1074: android.hardware.gnss-service.ranchu (pid 877) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1061: mdnsd (pid 450) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1030: incidentd (pid 478) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1023: android.hardware.usb-service.example (pid 402) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1011: gatekeeperd (pid 489) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??    1002: android.hardware.health-service.example (pid 391) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     996: android.hardware.bluetooth-service.default (pid 404) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     995: android.hardware.biometrics.fingerprint-service.ranchu (pid 799) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     920: abb (pid 3443) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     901: android.hardware.power-service.example (pid 409) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     887: android.hardware.identity-service.example (pid 407) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     881: traced (pid 449) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     871: android.hardware.atrace@1.0-service (pid 189) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     861: android.hardware.gatekeeper@1.0-service.software (pid 389) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     856: android.hardware.lights-service.example (pid 408) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     836: logcat (pid 459) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     835: android.hardware.power.stats-service.example (pid 410) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     833: sh (pid 165) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     828: android.hardware.vibrator-service.example (pid 411) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     808: android.hardware.contexthub-service.example (pid 405) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     806: android.hardware.cas-service.example (pid 413) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     800: android.hardware.thermal@2.0-service.mock (pid 401) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     797: traced_probes (pid 441) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     764: logcat (pid 3631) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     751: android.hardware.rebootescrow-service.default (pid 419) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     749: android.hidl.allocator@1.0-service (pid 385) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     745: logcat (pid 5149) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     744: android.hardware.authsecret-service.example (pid 412) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     743: qemu-props (pid 171) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     667: tombstoned (pid 214) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     630: bt_vhci_forwarder (pid 464) native
07-03 17:13:06.041 I/ActivityManager(  577):   ntv   ??     600: dhcpclient (pid 378) native
07-03 17:13:06.041 I/ActivityManager(  577):   sys    PER   134545: system (pid 577) fixed
07-03 17:13:06.041 I/ActivityManager(  577):   pers   PER    90575: com.android.systemui (pid 845) fixed
07-03 17:13:06.041 I/ActivityManager(  577):   pers   PER    25785: com.android.phone (pid 987) fixed
07-03 17:13:06.041 I/ActivityManager(  577):   pers   PER    18833: com.android.networkstack.process (pid 944) fixed
07-03 17:13:06.041 I/ActivityManager(  577):   pers   PER    10557: com.android.se (pid 971) fixed
07-03 17:13:06.041 I/ActivityManager(  577):   pers   PER    10514: com.android.emulator.multidisplay (pid 1492) fixed
07-03 17:13:06.041 I/ActivityManager(  577):   psvc   PER    18829: com.google.android.providers.media.module (pid 1417) service
07-03 17:13:06.041 I/ActivityManager(  577):                        com.google.android.providers.media.module/com.android.providers.media.fuse.ExternalStorageServiceImpl<=Proc{577:system/1000}
07-03 17:13:06.041 I/ActivityManager(  577):   psvc   PER    14507: com.google.android.bluetooth (pid 999) service
07-03 17:13:06.041 I/ActivityManager(  577):                        com.google.android.bluetooth/com.android.bluetooth.btservice.AdapterService<=Proc{577:system/1000}
07-03 17:13:06.041 I/ActivityManager(  577):   fg     TOP    51321: com.google.android.apps.nexuslauncher (pid 1305) top-activity
07-03 17:13:06.041 I/ActivityManager(  577):   fg +50 FGS   119886: ai.elizaos.app (pid 5232) fg-service-act
07-03 17:13:06.041 I/ActivityManager(  577):   fg +50 FGS    86789: com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0 (pid 5299) service
07-03 17:13:06.041 I/ActivityManager(  577):                        ai.elizaos.app/org.chromium.content.app.SandboxedProcessService0:0<=Proc{5232:ai.elizaos.app/u0a208}
07-03 17:13:06.041 I/ActivityManager(  577):   vis    IMPF   91339: com.google.android.tts (pid 5347) service
07-03 17:13:06.041 I/ActivityManager(  577):                        com.google.android.tts/com.google.android.apps.speech.tts.googletts.service.GoogleTtsService<=Proc{577:system/1000}
07-03 17:13:06.041 I/ActivityManager(  577):   vis    BTOP   63023: com.google.android.gms.persistent (pid 3994) service
07-03 17:13:06.041 I/ActivityManager(  577):                        com.google.android.gms/.chimera.PersistentApiService<=Proc{1446:com.google.android.googlequicksearchbox:interactor/u0a143}
07-03 17:13:06.041 I/ActivityManager(  577):   vis    BTOP   59549: com.google.android.googlequicksearchbox:search (pid 1535) service
07-03 17:13:06.041 I/ActivityManager(  577):                        com.google.android.googlequicksearchbox/com.google.android.apps.search.googleapp.search.suggest.plugins.onesearch.server.OneSearchSuggestService<=Proc{1305:com.google.android.apps.nexuslauncher/u0a170}
07-03 17:13:06.041 I/ActivityManager(  577):   vis    BTOP   48643: com.google.android.googlequicksearchbox:interactor (pid 1446) service
07-03 17:13:06.041 I/ActivityManager(  577):                        com.google.android.googlequicksearchbox/com.google.android.apps.gsa.nga.engine.viss.NgaService<=Proc{1535:com.google.android.googlequicksearchbox:search/u0a143}
